,policy_names,perf,cost,risk,perfVector,policy_num,policy
10,"['Manual', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'Model Predictive Control', 'Rachio']",2.6500000000000004,1306.5,0.4,"{'yield': 0.65, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFBA8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BF828>, <Decision_Model.decision_model.Decision object at 0x00000185144BF780>]"
11,"['Manual', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'Model Predictive Control', 'Raspberry Pi']",2.6500000000000004,1301.5,0.4,"{'yield': 0.65, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFBA8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BF828>, <Decision_Model.decision_model.Decision object at 0x00000185144BFAC8>]"
12,"['Manual', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'On/Off Control', 'B-Hyve Smart Hose']",2.75,1301.65,0.4,"{'yield': 0.65, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.9}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFBA8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9E8>]"
13,"['Manual', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'On/Off Control', 'Rachio']",2.6500000000000004,1306.5,0.4,"{'yield': 0.65, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFBA8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF780>]"
14,"['Manual', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'On/Off Control', 'Raspberry Pi']",2.6500000000000004,1301.5,0.4,"{'yield': 0.65, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.8}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFBA8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFAC8>]"
15,"['Manual', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'Scheduling', 'B-Hyve Smart Hose']",2.45,1301.65,0.4,"{'yield': 0.65, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.6}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFBA8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BFA90>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9E8>]"
16,"['Manual', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'Scheduling', 'Rachio']",2.35,1306.5,0.4,"{'yield': 0.65, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.5}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFBA8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BFA90>, <Decision_Model.decision_model.Decision object at 0x00000185144BF780>]"
17,"['Manual', 'Manual', 'Farmbeats Sensorbox', 'Cloud', 'Scheduling', 'Raspberry Pi']",2.35,1301.5,0.4,"{'yield': 0.65, 'electricity': 0.1, 'water': 0.75, 'pesticides': 0.35, 'labor': 0.5}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFBA8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BFA90>, <Decision_Model.decision_model.Decision object at 0x00000185144BFAC8>]"
18,"['Manual', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'Model Predictive Control', 'B-Hyve Smart Hose']",2.2,1736.65,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.75}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF828>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9E8>]"
19,"['Manual', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'Model Predictive Control', 'Rachio']",2.1,1741.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF828>, <Decision_Model.decision_model.Decision object at 0x00000185144BF780>]"
20,"['Manual', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'Model Predictive Control', 'Raspberry Pi']",2.1,1736.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF828>, <Decision_Model.decision_model.Decision object at 0x00000185144BFAC8>]"
21,"['Manual', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'On/Off Control', 'B-Hyve Smart Hose']",2.2,1736.65,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.75}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9E8>]"
22,"['Manual', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'On/Off Control', 'Rachio']",2.1,1741.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF780>]"
23,"['Manual', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'On/Off Control', 'Raspberry Pi']",2.1,1736.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFAC8>]"
24,"['Manual', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'Scheduling', 'B-Hyve Smart Hose']",1.9000000000000001,1736.65,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.44999999999999996}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BFA90>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9E8>]"
25,"['Manual', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'Scheduling', 'Rachio']",1.8000000000000003,1741.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.35}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BFA90>, <Decision_Model.decision_model.Decision object at 0x00000185144BF780>]"
26,"['Manual', 'Manual', 'CR6 Datalogger', 'Raspberry Pi', 'Scheduling', 'Raspberry Pi']",1.8000000000000003,1736.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.35}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BFA90>, <Decision_Model.decision_model.Decision object at 0x00000185144BFAC8>]"
27,"['Manual', 'Manual', 'CR6 Datalogger', 'Cloud', 'Model Predictive Control', 'B-Hyve Smart Hose']",2.2,1701.65,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.75}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BF828>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9E8>]"
28,"['Manual', 'Manual', 'CR6 Datalogger', 'Cloud', 'Model Predictive Control', 'Rachio']",2.1,1706.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BF828>, <Decision_Model.decision_model.Decision object at 0x00000185144BF780>]"
29,"['Manual', 'Manual', 'CR6 Datalogger', 'Cloud', 'Model Predictive Control', 'Raspberry Pi']",2.1,1701.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BF828>, <Decision_Model.decision_model.Decision object at 0x00000185144BFAC8>]"
30,"['Manual', 'Manual', 'CR6 Datalogger', 'Cloud', 'On/Off Control', 'B-Hyve Smart Hose']",2.2,1701.65,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.75}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9E8>]"
31,"['Manual', 'Manual', 'CR6 Datalogger', 'Cloud', 'On/Off Control', 'Rachio']",2.1,1706.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF780>]"
32,"['Manual', 'Manual', 'CR6 Datalogger', 'Cloud', 'On/Off Control', 'Raspberry Pi']",2.1,1701.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.65}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFAC8>]"
33,"['Manual', 'Manual', 'CR6 Datalogger', 'Cloud', 'Scheduling', 'B-Hyve Smart Hose']",1.9000000000000001,1701.65,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.44999999999999996}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BFA90>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9E8>]"
34,"['Manual', 'Manual', 'CR6 Datalogger', 'Cloud', 'Scheduling', 'Rachio']",1.8000000000000003,1706.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.35}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BFA90>, <Decision_Model.decision_model.Decision object at 0x00000185144BF780>]"
35,"['Manual', 'Manual', 'CR6 Datalogger', 'Cloud', 'Scheduling', 'Raspberry Pi']",1.8000000000000003,1701.5,0.4,"{'yield': 0.35, 'electricity': 0.5, 'water': 0.5, 'pesticides': 0.1, 'labor': 0.35}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFCF8>, <Decision_Model.decision_model.Decision object at 0x00000185144BF908>, <Decision_Model.decision_model.Decision object at 0x00000185144BFA90>, <Decision_Model.decision_model.Decision object at 0x00000185144BFAC8>]"
36,"['Manual', 'Manual', 'Arduino', 'Raspberry Pi', 'Model Predictive Control', 'B-Hyve Smart Hose']",2.4,1251.65,0.4,"{'yield': 0.5, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7999999999999999}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF5C0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF828>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9E8>]"
37,"['Manual', 'Manual', 'Arduino', 'Raspberry Pi', 'Model Predictive Control', 'Rachio']",2.3,1256.5,0.4,"{'yield': 0.5, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF5C0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF828>, <Decision_Model.decision_model.Decision object at 0x00000185144BF780>]"
38,"['Manual', 'Manual', 'Arduino', 'Raspberry Pi', 'Model Predictive Control', 'Raspberry Pi']",2.3,1251.5,0.4,"{'yield': 0.5, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF5C0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF828>, <Decision_Model.decision_model.Decision object at 0x00000185144BFAC8>]"
39,"['Manual', 'Manual', 'Arduino', 'Raspberry Pi', 'On/Off Control', 'B-Hyve Smart Hose']",2.4,1251.65,0.4,"{'yield': 0.5, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7999999999999999}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF5C0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9E8>]"
40,"['Manual', 'Manual', 'Arduino', 'Raspberry Pi', 'On/Off Control', 'Rachio']",2.3,1256.5,0.4,"{'yield': 0.5, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF5C0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF780>]"
41,"['Manual', 'Manual', 'Arduino', 'Raspberry Pi', 'On/Off Control', 'Raspberry Pi']",2.3,1251.5,0.4,"{'yield': 0.5, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.7}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF5C0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9B0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFAC8>]"
42,"['Manual', 'Manual', 'Arduino', 'Raspberry Pi', 'Scheduling', 'B-Hyve Smart Hose']",2.1,1251.65,0.4,"{'yield': 0.5, 'electricity': 0.3, 'water': 0.6000000000000001, 'pesticides': 0.2, 'labor': 0.5}",6,"[<Decision_Model.decision_model.Decision object at 0x00000185144BFE48>, <Decision_Model.decision_model.Decision object at 0x00000185144BFDA0>, <Decision_Model.decision_model.Decision object at 0x00000185144BF5C0>, <Decision_Model.decision_model.Decision object at 0x00000185144BFE10>, <Decision_Model.decision_model.Decision object at 0x00000185144BFA90>, <Decision_Model.decision_model.Decision object at 0x00000185144BF9E8>]"
