Date,Precipitation,Min_temp,Max_temp,East_wind,North_wind
3/12/07,0,266.222412,275.623199,6.060572,1.47355
3/13/07,0,265.171631,272.367493,5.240759,-1.513986
3/14/07,0,264.275818,271.795441,4.75222,-1.898738
3/15/07,0.744464,264.714661,275.296082,-0.461848,5.192505
3/16/07,13.289214,275.289459,283.728943,-0.635358,6.538146
3/17/07,0.35531,263.772217,280.095062,8.72112,-3.644065
3/18/07,0,264.6763,275.258636,2.474483,-1.082941
3/19/07,0,271.371613,282.831909,-0.100605,5.522726
3/20/07,2.01124,274.951904,284.517334,-0.314906,1.975205
3/21/07,9.157804,274.94455,283.745026,-3.631222,1.705925
3/22/07,2.191906,275.999115,286.851074,-1.181299,-1.953581
3/23/07,12.859417,273.986938,283.670715,-2.365171,3.295134
3/24/07,0.342373,274.089264,287.917267,0.694483,-4.795051
3/25/07,27.469408,273.429199,281.406311,-2.850017,-2.276759
3/26/07,6.309174,272.905792,284.915375,6.579699,-0.134782
3/27/07,0.717418,273.313599,284.317627,5.331039,4.495044
3/28/07,5.744983,270.580627,279.805054,0.122546,5.405668
3/29/07,6.744582,273.410583,282.980011,5.095044,-2.303369
3/30/07,0.860805,271.384399,281.188629,4.372186,-0.120768
3/31/07,1.970644,271.010437,280.895966,3.556131,0.778269
4/1/07,0,272.430786,284.426544,2.892467,-1.156838
4/2/07,0,273.434906,285.897308,3.719602,-0.787068
4/3/07,1.214056,278.41629,288.070557,1.859066,-1.865341
4/4/07,0,274.970123,287.479858,-0.809754,1.848485
4/5/07,0,273.57193,284.986847,0.824938,-3.667827
4/6/07,0,272.352478,283.181183,3.037702,-4.586602
4/7/07,0.409684,272.68338,284.91394,1.400435,-3.233101
4/8/07,0,274.571533,287.310516,-1.456966,-2.974702
4/9/07,0.723054,274.440002,286.54599,-0.124256,-5.555105
4/10/07,0.78243,274.465607,284.175018,1.988674,-5.932376
4/11/07,0,273.54953,283.639984,4.203518,-5.57644
4/12/07,1.154893,272.780884,284.380981,4.787581,-4.975958
4/13/07,0,273.178558,284.056824,4.015011,-4.124928
4/14/07,0,272.922272,285.332611,1.494424,-1.666037
4/15/07,2.825211,275.349854,286.868347,-1.480645,1.133873
4/16/07,0,274.355133,288.022949,1.691946,-3.410492
4/17/07,0,277.18927,291.046478,2.913818,0.097576
